"","Time","Latitude","Longitud","Wind","Pressure","CO2","Population"
"28786",0,18.4,-52.6,90,967,13846.427,3625680896
"28787",600,19.1,-53.4,100,968,13846.427,3625680896
"28788",1200,19.7,-54.1,100,974,13846.427,3625680896
"28789",1800,20.4,-54.7,90,972,13846.427,3625680896
"28790",0,21.2,-55.4,70,976,13846.427,3625680896
"28791",600,21.8,-56.7,80,978,13846.427,3625680896
"28792",1200,22.4,-57.8,80,974,13846.427,3625680896
"28793",1800,23.2,-59.3,95,966,13846.427,3625680896
"28794",0,23.8,-60.5,100,956,13846.427,3625680896
"28795",600,24.5,-62.3,85,953,13846.427,3625680896
"28796",1200,25.1,-63.3,105,953,13846.427,3625680896
"28797",1800,25.8,-64.2,100,951,13846.427,3625680896
"28798",0,26.6,-64.9,100,959,13846.427,3625680896
"28799",600,27.4,-65.1,95,960,13846.427,3625680896
"28800",1200,28.4,-64.8,95,959,13846.427,3625680896
"28801",1800,29.4,-64,100,959,13846.427,3625680896
"28802",0,30.3,-62.1,100,959,13846.427,3625680896
"28804",1200,32.6,-60,100,964,13846.427,3625680896
"28806",0,35.4,-57.2,100,965,13846.427,3625680896
"28821",0,19.5,-82.7,55,991,13846.427,3625680896
"28823",1200,20.6,-83.8,90,969,13846.427,3625680896
"28824",1800,21.3,-84.1,95,966,13846.427,3625680896
"28829",1800,24.3,-86.6,150,908,13846.427,3625680896
"28830",0,25.2,-87.2,150,905,13846.427,3625680896
"28833",1800,28.3,-88.7,135,919,13846.427,3625680896
"28835",400,30.3,-89.4,150,900,13846.427,3625680896
"28846",1800,37,-75.3,45,1000,13846.427,3625680896
"28884",0,30,-75.1,50,999,13846.427,3625680896
"28886",1200,30.8,-73.6,45,996,13846.427,3625680896
"28887",1800,31.4,-72.7,40,997,13846.427,3625680896
"28891",1800,32.8,-67.5,25,1009,13846.427,3625680896
"28895",1800,12.5,-66.5,30,1005,13846.427,3625680896
"28899",1800,14.9,-74.3,50,1000,13846.427,3625680896
"28904",0,16.4,-79.4,55,1002,13846.427,3625680896
"28907",1800,17.3,-83.2,65,995,13846.427,3625680896
"28909",600,16.8,-85.5,80,990,13846.427,3625680896
"28911",1800,16.4,-86.7,100,973,13846.427,3625680896
"28953",0,24.5,-77,25,1015,13846.427,3625680896
"28956",1800,26.4,-79.6,25,1014,13846.427,3625680896
"28957",0,26.6,-80.2,25,1012,13846.427,3625680896
"28959",1200,27.8,-80.8,25,1010,13846.427,3625680896
"28961",0,29,-80,30,1006,13846.427,3625680896
"28963",1200,30.7,-79,45,1002,13846.427,3625680896
"28965",0,33.4,-76.4,70,991,13846.427,3625680896
"28966",600,35.3,-74.4,85,986,13846.427,3625680896
"28967",1200,37.8,-72.2,110,984,13846.427,3625680896
"28968",1800,40.1,-69.9,110,979,13846.427,3625680896
"28969",0,44,-67.5,95,979,13846.427,3625680896
"28973",1800,12.3,-48.1,30,1000,13846.427,3625680896
"28977",1800,14.5,-49.5,75,992,13846.427,3625680896
"28980",1200,15.5,-50.4,65,994,13846.427,3625680896
"28981",1800,16,-50.9,70,984,13846.427,3625680896
"28982",0,16.4,-51.2,65,999,13846.427,3625680896
"28984",1200,16.9,-52.2,65,1000,13846.427,3625680896
"28985",1800,17,-53.1,65,1002,13846.427,3625680896
"28986",0,17.1,-53.8,45,1004,13846.427,3625680896
"29028",1200,16.8,-51.1,40,1001,13846.427,3625680896
"29032",1200,17.2,-53.5,50,1007,13846.427,3625680896
"29036",1200,17.8,-56.1,35,1006,13846.427,3625680896
"29040",1200,18.6,-59.6,25,1007,13846.427,3625680896
"29056",1200,23.5,-64,30,1000,13846.427,3625680896
"29060",1200,24.8,-64.8,50,992,13846.427,3625680896
"29064",1200,27.2,-63.8,75,990,13846.427,3625680896
"29068",1200,29.3,-62.2,80,990,13846.427,3625680896
"29072",1200,28.9,-61.6,80,987,13846.427,3625680896
"29076",1200,27.6,-63.4,70,989,13846.427,3625680896
"29080",1200,28.4,-65.7,75,980,13846.427,3625680896
"29084",1200,31.2,-60.7,95,964,13846.427,3625680896
"29088",1200,33.6,-56.5,80,980,13846.427,3625680896
"29092",1200,34.4,-54.5,85,981,13846.427,3625680896
"29096",1200,34.3,-52.8,65,988,13846.427,3625680896
"29100",1200,32.7,-51.5,75,985,13846.427,3625680896
"29104",1200,30.6,-51.1,60,993,13846.427,3625680896
"29108",1200,28.2,-52.5,50,998,13846.427,3625680896
"29112",1200,26.4,-55.5,35,1001,13846.427,3625680896
"29116",1200,25.8,-58.8,30,1003,13846.427,3625680896
"29120",1200,25.9,-61,25,1008,13846.427,3625680896
"29180",1800,25.5,-82.1,40,1000,13846.427,3625680896
"29205",1200,25.7,-73.6,30,1006,13846.427,3625680896
"29209",1200,28.7,-72.1,40,1001,13846.427,3625680896
"29211",0,29.9,-70.5,35,999,13846.427,3625680896
"29214",1800,34,-70.2,35,1001,13846.427,3625680896
"29216",600,34.8,-70.7,45,997,13846.427,3625680896
"29225",1200,32,-75.7,60,990,13846.427,3625680896
"29227",0,31.4,-75.4,60,988,13846.427,3625680896
"29229",1200,32.7,-73.5,65,984,13846.427,3625680896
"29233",1200,34.8,-68.8,70,994,13846.427,3625680896
"29234",1800,35.7,-67.2,75,990,13846.427,3625680896
"29237",1200,39.6,-60.2,80,985,13846.427,3625680896
"29238",1800,41.1,-56.3,85,978,13846.427,3625680896
"29240",600,45.2,-45.3,80,980,13846.427,3625680896
"29245",0,17.3,-85.1,25,1007,13846.427,3625680896
"29253",0,20.4,-88.3,30,1005,13846.427,3625680896
"29255",1200,21.5,-89.5,45,1000,13846.427,3625680896
"29259",1200,24.3,-91,65,993,13846.427,3625680896
"29261",0,25.8,-91,70,973,13846.427,3625680896
"29263",1200,26.3,-89.6,90,973,13846.427,3625680896
"29265",0,26.2,-88.3,85,980,13846.427,3625680896
"29267",1200,25.4,-86.8,75,987,13846.427,3625680896
"29269",0,24.7,-86.2,65,992,13846.427,3625680896
"29275",1200,23.4,-88.6,35,1001,13846.427,3625680896
"29279",1200,22.4,-91.7,25,1007,13846.427,3625680896
"29284",1800,19.4,-93,30,1006,13846.427,3625680896
"29336",1200,10.3,-81,80,979,13846.427,3625680896
"29338",0,10.1,-81,70,986,13846.427,3625680896
"29340",1200,9.8,-81,60,999,13846.427,3625680896
"29342",0,9.4,-81,60,1000,13846.427,3625680896
"29344",1200,9,-81,60,1000,13846.427,3625680896
"29352",1200,12.3,-80.1,25,1007,14845.815,3700436992
"29356",1200,14,-82,25,1005,14845.815,3700436992
"29361",1800,17.2,-81.6,70,993,14845.815,3700436992
"29365",1800,19,-80,40,998,14845.815,3700436992
"29366",0,19.6,-80.1,35,1004,14845.815,3700436992
"29369",1800,19,-81.8,30,1007,14845.815,3700436992
"29376",1200,25.2,-84,25,1008,14845.815,3700436992
"29382",0,32.6,-81.2,25,1005,14845.815,3700436992
"29386",0,36.5,-77,25,1003,14845.815,3700436992
"29391",1800,20.3,-85.6,30,1010,14845.815,3700436992
"29395",1800,24.1,-86.6,45,1008,14845.815,3700436992
"29396",0,25,-86.6,50,1003,14845.815,3700436992
"29397",600,25.8,-86.7,55,1004,14845.815,3700436992
"29398",1200,26.6,-86.6,55,1006,14845.815,3700436992
"29402",1200,29.9,-85.1,30,1009,14845.815,3700436992
"29405",600,35.3,-86,25,1015,14845.815,3700436992
"29429",0,18.5,-82.5,25,1008,14845.815,3700436992
"29433",0,21.9,-84.3,30,1007,14845.815,3700436992
"29435",1200,23.3,-85.8,45,993,14845.815,3700436992
"29436",1800,23.9,-86.5,60,990,14845.815,3700436992
"29437",0,24.3,-87.2,100,965,14845.815,3700436992
"29438",600,24.9,-88.3,90,975,14845.815,3700436992
"29439",1200,25.3,-89.6,85,986,14845.815,3700436992
"29440",1800,25.8,-90.8,85,984,14845.815,3700436992
"29442",600,26.6,-93.5,75,988,14845.815,3700436992
"29443",1200,27,-94.9,90,971,14845.815,3700436992
"29444",1800,27.5,-96.3,110,945,14845.815,3700436992
"29445",0,28.1,-97.8,70,950,14845.815,3700436992
"29446",600,28.6,-99.3,55,985,14845.815,3700436992
"29447",1200,29.1,-100,50,992,14845.815,3700436992
"29451",1200,31.5,-105,25,1007,14845.815,3700436992
"29529",1200,13.3,-53.6,50,1000,14845.815,3700436992
"29530",1800,13.6,-55,55,1005,14845.815,3700436992
"29531",0,13.7,-56.5,45,1003,14845.815,3700436992
"29532",600,13.8,-58,55,996,14845.815,3700436992
"29533",1200,13.9,-59.5,60,998,14845.815,3700436992
"29534",1800,14.5,-60.5,60,1002,14845.815,3700436992
"29537",1200,15,-64.8,45,1006,14845.815,3700436992
"29538",1800,15.2,-66,45,1005,14845.815,3700436992
"29539",0,15.4,-67.2,40,1007,14845.815,3700436992
"29585",1800,18.6,-85.7,30,1010,14845.815,3700436992
"29589",1800,22,-89,50,997,14845.815,3700436992
"29590",0,23,-90.8,65,993,14845.815,3700436992
"29593",1800,24,-95.5,80,984,14845.815,3700436992
"29594",0,23.9,-96.5,85,973,14845.815,3700436992
"29595",600,23.8,-97.4,105,967,14845.815,3700436992
"29596",1200,23.9,-97.9,110,967,14845.815,3700436992
"29608",0,24.8,-82,30,1011,14845.815,3700436992
"29611",1800,25.8,-85.2,30,1008,14845.815,3700436992
"29612",0,26.5,-86.5,45,1006,14845.815,3700436992
"29613",600,27.2,-88.4,50,1006,14845.815,3700436992
"29614",1200,28,-90.2,50,1003,14845.815,3700436992
"29615",1800,28.8,-92.2,55,998,14845.815,3700436992
"29616",0,29.4,-94.1,60,997,14845.815,3700436992
"29619",1800,31.4,-97.1,30,1006,14845.815,3700436992
"29710",1200,22.4,-75.4,35,1010,14845.815,3700436992
"29712",0,23.3,-77.2,45,1005,14845.815,3700436992
"29714",1200,24.1,-79.8,45,1005,14845.815,3700436992
"29715",1800,24.4,-81.3,30,1007,14845.815,3700436992
"29728",0,22.6,-87.3,30,1007,14845.815,3700436992
"29730",1200,21.8,-88.2,30,1006,14845.815,3700436992
"29736",0,20.9,-91.9,25,1008,14845.815,3700436992
"29738",1200,21,-93.1,25,1009,14845.815,3700436992
"29742",1200,22.1,-96.9,25,1010,14845.815,3700436992
"29815",1800,36.7,-72.9,45,1001,15409.718,3775759872
"29818",1200,39.6,-68.3,50,1003,15409.718,3775759872
"29819",1800,40.7,-65.9,55,1000,15409.718,3775759872
"29820",0,41.8,-63,50,1000,15409.718,3775759872
"29821",600,43.1,-59.5,45,1002,15409.718,3775759872
"29866",1800,26.8,-79.3,20,1013,15409.718,3775759872
"29870",1800,29.7,-77.7,30,1010,15409.718,3775759872
"29876",600,33.3,-74.7,30,1007,15409.718,3775759872
"29879",0,33.9,-73.1,30,1004,15409.718,3775759872
"29881",1200,34.4,-72.3,45,995,15409.718,3775759872
"29883",0,37.2,-69.9,70,990,15409.718,3775759872
"29884",600,38.4,-68.5,70,982,15409.718,3775759872
"29885",1200,39.7,-67.2,75,977,15409.718,3775759872
"29887",0,42,-64.5,65,978,15409.718,3775759872
"29888",600,43.2,-63.3,65,979,15409.718,3775759872
"29889",1200,44,-62.5,65,984,15409.718,3775759872
"29891",0,46.7,-60.2,60,998,15409.718,3775759872
"29892",600,48.3,-59,50,998,15409.718,3775759872
"29893",1200,49.5,-57.7,45,998,15409.718,3775759872
"29911",1200,13,-52.5,30,1007,15409.718,3775759872
"29917",0,14.3,-63.5,35,1004,15409.718,3775759872
"29923",1200,15.5,-73.5,30,1007,15409.718,3775759872
"29933",0,17.4,-84,25,1007,15409.718,3775759872
"29965",1800,28.2,-77,30,1008,15409.718,3775759872
"29966",0,29.2,-77.2,40,1006,15409.718,3775759872
"29967",600,31,-77.2,45,999,15409.718,3775759872
"29968",1200,32.8,-77.2,50,998,15409.718,3775759872
"29969",1800,34.8,-76.8,55,989,15409.718,3775759872
"29971",600,38.5,-75.3,50,993,15409.718,3775759872
"29972",1200,41.2,-73.7,45,997,15409.718,3775759872
"30011",0,26.9,-92.6,40,1000,15409.718,3775759872
"30012",600,26.6,-92.8,45,1000,15409.718,3775759872
"30013",1200,26.4,-93.1,50,1000,15409.718,3775759872
"30014",1800,26.3,-93.4,55,995,15409.718,3775759872
"30015",0,26.4,-93.7,65,987,15409.718,3775759872
"30016",600,26.7,-94,80,993,15409.718,3775759872
"30017",1200,27.1,-94.3,80,992,15409.718,3775759872
"30018",1800,27.5,-94.5,75,992,15409.718,3775759872
"30019",0,28,-94.8,70,988,15409.718,3775759872
"30020",600,28.5,-95.3,65,988,15409.718,3775759872
"30021",1200,28.5,-96,60,979,15409.718,3775759872
"30022",1800,28.3,-96.5,60,979,15409.718,3775759872
"30023",0,28,-96.9,55,988,15409.718,3775759872
"30024",600,27.7,-97.3,55,983,15409.718,3775759872
"30025",1200,27.5,-97.6,45,978,15409.718,3775759872
"30054",1800,11.4,-58,25,1010,15409.718,3775759872
"30061",1200,12.7,-69.1,35,1006,15409.718,3775759872
"30062",1800,12.9,-70.9,45,995,15409.718,3775759872
"30064",600,13.2,-73.8,65,993,15409.718,3775759872
"30066",1800,13.8,-77.2,75,982,15409.718,3775759872
"30069",1200,14.4,-81.9,120,960,15409.718,3775759872
"30070",1800,14.8,-83.2,140,943,15409.718,3775759872
"30079",0,19.8,-90.5,35,1000,15409.718,3775759872
"30080",600,20.7,-91.4,35,1001,15409.718,3775759872
"30081",1200,21.5,-92.2,35,1000,15409.718,3775759872
"30082",1800,21.9,-92.9,35,1000,15409.718,3775759872
"30084",600,22.3,-94.2,45,998,15409.718,3775759872
"30090",1800,23.9,-97.8,45,992,15409.718,3775759872
"30091",0,24.2,-97.6,45,989,15409.718,3775759872
"30093",1200,25.3,-96.8,50,984,15409.718,3775759872
"30094",1800,26.2,-96.2,65,982,15409.718,3775759872
"30095",0,27.3,-95.4,70,979,15409.718,3775759872
"30096",600,28.4,-94.6,80,977,15409.718,3775759872
"30097",1200,29.5,-93.1,85,978,15409.718,3775759872
"30119",1200,27,-67.6,25,1008,15409.718,3775759872
"30123",1200,27.7,-66.1,40,1003,15409.718,3775759872
"30127",1200,27.9,-63.3,65,991,15409.718,3775759872
"30131",1200,30.3,-59.9,75,985,15409.718,3775759872
"30136",1800,33,-54.9,90,959,15409.718,3775759872
"30140",1800,33.3,-48.3,80,964,15409.718,3775759872
"30143",1200,32.8,-49.1,70,981,15409.718,3775759872
"30147",1200,32.7,-50.1,65,987,15409.718,3775759872
"30149",0,32.7,-51,65,987,15409.718,3775759872
"30151",1200,32.7,-51.9,65,992,15409.718,3775759872
"30159",1200,31,-51.7,65,987,15409.718,3775759872
"30167",1200,31.5,-54.2,65,993,15409.718,3775759872
"30169",0,31.3,-56.5,65,994,15409.718,3775759872
"30170",600,31.3,-57.8,65,995,15409.718,3775759872
"30171",1200,31.2,-59.2,65,995,15409.718,3775759872
"30172",1800,31.1,-60.3,80,994,15409.718,3775759872
"30173",0,31,-61.5,80,993,15409.718,3775759872
"30174",600,30.9,-62.8,80,993,15409.718,3775759872
"30175",1200,30.8,-64,75,994,15409.718,3775759872
"30176",1800,30.5,-65.1,75,992,15409.718,3775759872
"30177",0,30.1,-66.2,75,988,15409.718,3775759872
"30178",600,30,-67.1,75,986,15409.718,3775759872
"30179",1200,30,-67.5,70,993,15409.718,3775759872
"30180",1800,29.9,-67.8,70,988,15409.718,3775759872
"30181",0,29.8,-68.2,70,980,15409.718,3775759872
"30182",600,29.6,-68.4,70,981,15409.718,3775759872
"30183",1200,29.4,-68.5,75,984,15409.718,3775759872
"30184",1800,29.2,-68.6,75,980,15409.718,3775759872
"30185",0,28.8,-68.8,75,976,15409.718,3775759872
"30186",600,28.4,-69,70,976,15409.718,3775759872
"30187",1200,28.2,-69.3,65,982,15409.718,3775759872
"30188",1800,28,-69.7,70,983,15409.718,3775759872
"30189",0,27.9,-70.2,70,980,15409.718,3775759872
"30190",600,28,-70.4,75,978,15409.718,3775759872
"30191",1200,28.2,-70.6,80,975,15409.718,3775759872
"30192",1800,28.4,-70.9,80,969,15409.718,3775759872
"30193",0,28.7,-71,80,969,15409.718,3775759872
"30194",600,29.1,-71.1,80,976,15409.718,3775759872
"30195",1200,29.5,-71.3,80,981,15409.718,3775759872
"30196",1800,30,-71.7,85,980,15409.718,3775759872
"30197",0,30.5,-72.2,85,985,15409.718,3775759872
"30198",600,31,-72.8,90,982,15409.718,3775759872
"30199",1200,31.6,-73.5,90,983,15409.718,3775759872
"30200",1800,32.3,-74.4,90,985,15409.718,3775759872
"30201",0,32.9,-75,85,988,15409.718,3775759872
"30202",600,33.5,-75.5,80,985,15409.718,3775759872
"30203",1200,34,-76,75,985,15409.718,3775759872
"30204",1800,34.5,-76.5,65,984,15409.718,3775759872
"30205",0,34.7,-77,60,991,15409.718,3775759872
"30206",600,34.8,-77.5,55,997,15409.718,3775759872
"30207",1200,34.9,-78,45,1000,15409.718,3775759872
"30208",1800,35.2,-78.2,30,1004,15409.718,3775759872
"30214",600,37.2,-75.9,30,1008,15409.718,3775759872
"30257",0,28.6,-73.8,30,1006,15409.718,3775759872
"30259",1200,30,-73.9,45,1001,15409.718,3775759872
"30260",1800,30.8,-73.5,45,998,15409.718,3775759872
"30263",1200,33.8,-71.3,45,998,15409.718,3775759872
"30264",1800,35.3,-70.3,50,996,15409.718,3775759872
"30268",1800,43.7,-68.7,40,998,15409.718,3775759872
"30269",0,45.5,-69,25,1002,15409.718,3775759872
"30270",1800,11,-48.5,25,1009,15409.718,3775759872
"30273",1200,12.1,-53.8,25,1009,15409.718,3775759872
"30281",1200,12,-61.4,25,1007,15409.718,3775759872
"30293",1200,12.3,-76,40,1005,15409.718,3775759872
"30296",600,11.7,-80.5,55,1002,15409.718,3775759872
"30298",1800,11.4,-82.3,70,993,15409.718,3775759872
"30299",0,11.3,-82.9,65,989,15409.718,3775759872
"30312",1200,12.4,-47.2,40,1009,15409.718,3775759872
"30313",1800,13.1,-48.5,55,1005,15409.718,3775759872
"30319",600,17.1,-57,35,1006,15409.718,3775759872
"30358",1800,28,-57.3,25,1009,15409.718,3775759872
"30359",0,29.1,-57.1,25,1009,15409.718,3775759872
"30362",1800,32.5,-54.7,30,1009,15409.718,3775759872
"30365",1200,35.4,-47.1,45,997,15409.718,3775759872
"30366",1800,36.4,-42.9,45,992,15409.718,3775759872
"30379",1200,16.6,-82.5,35,1004,15409.718,3775759872
"30385",0,21,-84,60,998,15409.718,3775759872
"30389",0,21.1,-83.3,60,995,15409.718,3775759872
"30391",1200,20.1,-83.9,60,994,15409.718,3775759872
"30392",1800,19.9,-84.2,60,996,15409.718,3775759872
"30394",600,19.8,-84.7,50,1000,15409.718,3775759872
"30396",1800,19.9,-85.2,50,1001,15409.718,3775759872
"30397",0,19.7,-85.5,50,1003,15409.718,3775759872
"30400",1800,18.6,-85.7,45,1000,15409.718,3775759872
"30402",600,17.9,-86.5,50,1000,15409.718,3775759872
"30403",1200,17.6,-87.2,55,1000,15409.718,3775759872
"30404",1800,17.2,-87.7,60,997,15409.718,3775759872
"30405",0,16.7,-88.2,60,997,15409.718,3775759872
"30410",1800,31.2,-78.2,25,1004,16023.991,3851651072
"30412",600,32.2,-76.6,30,1003,16023.991,3851651072
"30415",0,34,-75.4,30,1004,16023.991,3851651072
"30421",1200,31.6,-75.7,60,1001,16023.991,3851651072
"30426",1800,30.8,-80.1,50,991,16023.991,3851651072
"30428",600,30.5,-83,30,1011,16023.991,3851651072
"30429",1200,29.8,-84,30,1012,16023.991,3851651072
"30430",1800,29.2,-84.7,30,1013,16023.991,3851651072
"30433",1200,27.8,-85.5,25,1013,16023.991,3851651072
"30440",0,20,-87,30,1001,16023.991,3851651072
"30442",1200,20,-86.2,40,998,16023.991,3851651072
"30450",1200,23.8,-85.6,65,986,16023.991,3851651072
"30451",1800,24.8,-85.7,65,983,16023.991,3851651072
"30452",0,26,-85.7,75,982,16023.991,3851651072
"30453",600,27.2,-85.7,75,978,16023.991,3851651072
"30454",1200,28.5,-85.7,75,978,16023.991,3851651072
"30455",1800,29.6,-85.6,65,983,16023.991,3851651072
"30457",600,31.4,-84.7,30,990,16023.991,3851651072
"30459",1800,32.9,-82.8,30,992,16023.991,3851651072
"30460",0,33.5,-81.7,30,992,16023.991,3851651072
"30462",1200,34.4,-79,30,990,16023.991,3851651072
"30463",1800,35.2,-77.6,40,988,16023.991,3851651072
"30466",1200,38.2,-73.1,60,977,16023.991,3851651072
"30467",1800,40.2,-73.4,55,980,16023.991,3851651072
"30562",1200,37.3,-53.3,45,997,16023.991,3851651072
"30563",1800,37.2,-53.1,45,1002,16023.991,3851651072
"30564",0,37.4,-52.9,55,992,16023.991,3851651072
"30566",1200,38,-52.4,55,998,16023.991,3851651072
"30567",1800,38.3,-52,55,998,16023.991,3851651072
"30570",1200,38.8,-46.6,80,987,16023.991,3851651072
"30572",0,40.5,-42.6,90,976,16023.991,3851651072
"30574",1200,41.1,-39.9,85,977,16023.991,3851651072
"30575",1800,41.2,-37,85,978,16023.991,3851651072
"30576",0,41,-35.7,85,981,16023.991,3851651072
"30577",600,41.2,-34.6,85,982,16023.991,3851651072
"30578",1200,41.6,-33.4,85,986,16023.991,3851651072
"30579",1800,41.7,-32.5,80,989,16023.991,3851651072
"30580",0,41.6,-32.2,75,989,16023.991,3851651072
"30581",600,41.5,-32.1,75,989,16023.991,3851651072
"30582",1200,41.2,-32.2,70,996,16023.991,3851651072
"30583",1800,40.9,-32.6,65,999,16023.991,3851651072
"30584",0,40.6,-34,55,1002,16023.991,3851651072
"30585",600,40.7,-35.4,45,1006,16023.991,3851651072
"30586",1200,41.1,-36.8,40,1006,16023.991,3851651072
"30587",1800,41.9,-37.8,40,1008,16023.991,3851651072
"30590",1200,45.1,-37.9,45,999,16023.991,3851651072
"30592",1200,29,-78.5,30,1012,16023.991,3851651072
"30601",1800,33.8,-69.7,50,1002,16023.991,3851651072
"30608",1200,36.9,-70.9,40,1007,16023.991,3851651072
"30610",0,37.9,-71.2,45,1002,16023.991,3851651072
"30613",1800,40.6,-70.2,60,993,16023.991,3851651072
"30614",0,41.5,-69.5,55,992,16023.991,3851651072
"30618",0,46.5,-65.5,40,1005,16023.991,3851651072
"30633",1800,25.6,-80.5,30,1007,16023.991,3851651072
"30637",1800,28.2,-76,50,1005,16023.991,3851651072
"30639",600,30.2,-72.8,55,1001,16023.991,3851651072
"30642",0,35.2,-70.8,70,998,16023.991,3851651072
"30644",1200,36.4,-72.4,70,997,16023.991,3851651072
"30646",0,36.1,-74.2,60,1000,16023.991,3851651072
"30648",1200,35,-74.2,45,1005,16023.991,3851651072
"30655",600,30.7,-73.1,40,1007,16023.991,3851651072
"30659",600,30.2,-77.1,35,1014,16023.991,3851651072
"30670",1800,38.5,-59.3,30,1008,16023.991,3851651072
"30673",1200,40.7,-54.2,50,1001,16023.991,3851651072
"30676",600,46,-40,60,992,16023.991,3851651072
"30678",1800,52,-36,60,944,16023.991,3851651072
"30764",1800,35,-47.5,25,1013,16023.991,3851651072
"30767",1200,34.2,-48.6,40,1003,16023.991,3851651072
"30769",0,33.5,-49.2,40,1001,16023.991,3851651072
"30771",1200,32,-50,40,1003,16023.991,3851651072
"30773",0,30,-49.7,40,1003,16023.991,3851651072
"30775",1200,29.7,-47.6,35,1005,16023.991,3851651072
"30777",0,30.1,-46.3,30,1006,16023.991,3851651072
"30779",1200,30.3,-45,30,1008,16023.991,3851651072
"30781",0,30.3,-43,25,1008,16023.991,3851651072
"30783",1200,30.3,-42.1,25,1010,16023.991,3851651072
"30785",0,31,-42,25,1011,16023.991,3851651072
"30787",1200,31.3,-42.1,25,1011,16023.991,3851651072
"30824",1800,26,-67.8,30,1006,16893.361,3927781120
"30825",0,26.3,-67.5,30,1006,16893.361,3927781120
"30828",1800,27.4,-66.4,30,1005,16893.361,3927781120
"30831",1200,29.8,-65.5,60,1000,16893.361,3927781120
"30834",600,32.3,-65.1,70,986,16893.361,3927781120
"30835",1200,33.1,-65.1,80,990,16893.361,3927781120
"30841",0,40.3,-62.9,65,995,16893.361,3927781120
